Link,Date,Title,Text
https://www.ifa.ie/markets-and-prices/news-article-4378/,2011-03-23,IFA Says Beef Prices Are Starting to Rise,"IFA National Livestock Committee Chairman Michael Doran said that cattle prices have started to move and feeders should now dig in and insist on an immediate and substantial price increase across the board.
Michael Doran said supplies have tightened considerably this week and agents and factories are now chasing cattle. He said €3.40/kg base price is now being paid for steers and €3.42/kg to €3.50/kg is being paid for bulls and heifers.
Michael Doran said with a significant dry up in the numbers, feeders are in a much stronger position with the factories. He said it is expected that numbers will continue to tighten over the next number of weeks. “The latest CMMS data for December 1st 2010 shows that there are 320,000 less cattle in the country. In the male 18 to 24 age category, numbers are down by over 95,000 head alone.”
On the market side, Michael Doran said there has been a substantial lift in steak prices over the last 10 days. “In the UK, the penny is beginning to drop that supplies are going to be extremely tight and prices are rising.” In addition, Michael Doran said there is no longer a cheap supply source from South America as their prices are at EU levels.
In terms of processor returns Michael Doran said there is major scope at factory level for prices to rise. As well as strong beef prices, hides prices have now moved up to €50/head, equivalent to 14c/kg on the carcase. Offals are also highly valuable and worth another €60 to €70/head."
https://www.ifa.ie/markets-and-prices/news-article-4425/,2011-04-07,Finishers Demand Substantial Beef Price Increase – IFA,"IFA National Livestock Committee Chairman Michael Doran said cattle finishers cannot afford to sell cattle and should not part with stock at the low base prices of €3.30/kg to €3.36/kg. Finishers must insist on a minimum base price of €3.42/kg for steers and €3.50/kg for heifers and bulls. He said top base prices of €3.50/kg for steers and €3.60/kg have been paid this week.
Michael Doran said there is a major increase in market demand for Easter and UK prices has forged ahead to the equivalent of €3.60/kg. He said “Feeders must make it clear to the factories that they will not sell at a loss and are demanding the price rises that have already occurred in the market place. Factories cannot be allowed hold back on market price increases any longer”.
The IFA livestock leader said supplies have tightened considerably and factories and agents are chasing cattle. He said base prices of up to €3.50/kg for steers and €3.60/kg for heifers have been paid by some plants to get stock.
On the market side demand has picked up considerably and prices have jumped. UK prices have moved up to £3.00/kg with some plants paying £3.05/kg, equivalent to €3.66/kg. On the Continent R3 males are making €3.88/kg in Italy, €3.83/kg in Germany, €3.57/kg in Spain and €3.52/kg in France.
Michael Doran said factories are now actively killing for Easter and are worried about getting adequate supplies. With 2 bank holidays and the Royal Wedding all within a week, UK retail demand will be exceptionally strong and prices are expected to continue to increase. Against this background, Michael Doran said now is the time for finishers to demand a substantial price increase in order to cover the 32c/kg increase in their costs this year."
https://www.ifa.ie/farm-sectors/news-article-4471/,2011-05-05,IFA Says Sellers Market for Beef Cattle,"IFA National Livestock Committee Chairman Michael Doran said cattle prices are contuining to strengthen with factories having the pay €3.60 to €3.70/kg base price for steers and an additional 6c to 10c/kg for heifers and bulls. He said factories have paid €3.80/kg plus for quality heifers and bulls this week.
Mr Doran said it is a sellers market and numbers are extremely tight at the factories coupled with very strong market demand. “ Factories are struggling to get numbers and chasing feeders for stock.”
The IFA Livestock leader said feeders that have shopped around and were prepared to move have received up to 20ckg more than they were originally offered
Michael Doran said feeders must take full advantage of the current positive market and ensure they are getting full value for their stock. He said costs have increased substantially this year and feeders need current prices to make a margin after a long and expensive winter."
https://www.ifa.ie/farm-sectors/news-article-4516/,2011-05-31,IFA Says Strong Eu Beef Market and Tight Supplies,"IFA National Livestock Committee Chairman Michael Doran said prime cattle supplies are exceptionally tight and will tighten further over the coming weeks before the supply of grass cattle emerges. He said farmers will strongly resist negative talk from the factories on cattle prices.
Michael Doran said the factories are attempting to pull cull cow prices as supplies peak.
The IFA livestock leader said the average R=3+ reported Department of Agriculture price paid by the factories was €3.72/kg for steers, €3.80/kg heifers and €3.73/kg for bulls.
Michael Doran said the factories were doing very well with the value of hides and the fifth quarter, which were worth over €100/head or 29c/kg. He said this is an exceptionally strong return for the meat plants.
The IFA livestock leader said all across Europe cattle supplies are tight and should remain so. The EU December 2010 census shows total livestock numbers down over 2.7m head or 1.7%. All groups of cattle numbers are down, with young animals less than 1 year down 0.9%, animals between 1 to 2 years of age down 1.8% and animals over 2 years down 1.4%.
Michael Doran said Irish cattle supplies are forecast to be down 120,000 – 140,000 head for 2011 and with the kill back only 5.5% to date, numbers are going to be very scarce for the second half of the year. Likewise, a similar picture is developing for the UK with total cattle supplies forecast to be back over 100,000 head for the second half of the year.
Michael Doran said Europe has responded to the very strong international market for beef with EU exports almost doubled at 485,166t for 2010 compared to only 249,165t for 2009. “Exports to Russia, our largest EU export market were up 167%, while over 70,000t was exported to Turkey and 34,0000t to the Lebanon.”
Michael Doran pointed out the major jump in the value of EU beef exports up from €615m in 2009 to €1.246bn in 2010. Exports to Turkey were worth an average of €3,575/t.
In addition, EU beef imports fell from 437,182t in 2009 to 378,954t in 2010 or 12.5%. Imports from Brazil, have fallen dramatically down from 344,000t in 2007 to 145,000t in 2010."
https://www.ifa.ie/farm-sectors/news-article-4661/,2011-08-24,IFA Says Prospects for Autumn Cattle Trade Are Positive,"IFA National Livestock Committee Chairman Michael Doran said the cattle trade remains steady despite negative factory price propaganda. He said with tight supplies and strong export market outlets and prices, the prospects for the autumn cattle trade are positive.
Mr Doran said farmers need to be strong in dismissing the negative price propaganda from the factories and agents. “The key factors that drive the beef trade and strong cattle prices are very positive and this must be returned to farmers.”
Finished cattle supplies, to date this year, are down 36,000 head at the factories and are forecast to be back over 100,000 head by year end;
Currently supplies are running at 30,000 head per week. Based on projected supplies, the average kills between now and year-end will be less than 30,000 per week;
Department of Agriculture AIMS data for April 2011 shows cattle numbers in the 12 to 30 month age categories down 188,000 head compared with 2010;
Live exports in 2010 were very strong, up 20% at 350,000 head;
These combined factors mean cattle supplies at the factories will be very tight for the remainder of 2011;
To date this year, R3 grade steer prices are up 15%, at an average of €3.52/kg;
Cattle prices for R3 steers in the UK, our main export market, are currently at the equivalent to €3.80-€3.85/kg.<span>   UK prices have risen over the last 3 to 4 weeks;</span>
UK cattle supplies were up 9% for the first half of 2011 and are forecast to be tighter by 4% for the second half of the year;
Cattle prices in our main EU markets for R3 males are running at the equivalent of; Italy €3.83/kg, Germany €3.70/kg, France €3.55/kg and Spain €3.54/kg;
International beef prices remain very strong at the equivalent of; €2.98/kg in Uruguay, €2.82/kg in Argentina and €2.74/kg in Brazil. More importantly large supply volumes from these markets are not available;
Demand for Irish beef on international markets is growing with exports to Russia for the first 5 months at 3,322t compared to 334t last year. International enquiries for Irish beef are strong and growing;
The value of the fifth quarter is very strong, worth the equivalent of 25 – 30c/kg. The export value of hides and skins for the first 5 months of this year has increased by 170% compared to 2009 according to CSO data.
Michael Doran said there is no basis for any weakening in cattle prices as we head into the Autumn. He said it is vitally important that negative factory propaganda is dismissed and farmers secure the true and full value for their stock."
https://www.ifa.ie/farm-sectors/news-article-4841/,2011-11-24,IFA – Cattle Trade Remains Strong,"IFA National Livestock Committee Chairman Michael Doran said the cattle trade remains strong with factories paying a base price of €4.00/kg for steers and €4.10/kg to €4.15/kg for heifers.
Michael Doran said demand is very strong for the Christmas trade and In spec steers and heifers are commanding premium prices at the factories.
The IFA livestock leader said the beef market prospect going forward remain very positive. He said across the UK and EU markets production is down, exports are up, imports are down and prices are rising. The world beef market has been transformed over the last 12 months with prices in South America, North America, Australia and other major producing countries approaching EU levels of €3.50/€3.80/kg. He said this is a fundamental and unprecedented change in the beef market.
In the UK Michael Doran said production is forecast to be down by 6% next year and prices are continuing to rise at €4.15/kg and up to €4.27/kg in Scotland for R grade steers.
In Ireland, Bord Bia are forecasting supplies to be down by up to 90,000 head for 2012 with prime steer supplies back 70,000 head and heifers down 37,000 head. Michael Doran said this will leave cattle extremely tight at the factories next spring and for 2012. He said factories were still trying to contract cattle for early next year.
The IFA livestock leader pointed out that for the first 8 months of 2011, the EU ran a net beef deficit of 200,000t. He said EU beef exports reached 420,000, compared imports at 214,000t. This is a reflection of the very strong world market for beef. Michael Doran pointed out that EU countries had exported 119,000t to Turkey, 85,000t to Russia and a further 213,000t to other destinations all over the world.
On EU beef imports, Michael Doran said imports from South America had declined significantly with Brazil down to 80,000t from 363,000t in 2007. Imports from Argentina to the end of August are also back at 42,000t compared to 122,000t in 2009."
https://www.ifa.ie/farm-sectors/news-article-4862/,2011-12-06,Eu Beef Market Prospects Positive – IFA,"IFA National Livestock Committee Chairman Michael Doran said the prospects for the EU beef market are very positive, with prices forecast to stay rising in 2012.
Speaking following an EU Beef Advisory meeting in Brussels, Michael Doran said the EU Commission is forecasting beef prices to continue rising in 2012, driven by lower production and tighter supplies, increasing exports and lower imports. “The Commission is forecasting beef production for the EU to decline by 2.8% to 7,122m tonnes in 2012 and prices to increase by a further 1.7%, on top of a 9.5% price increase in 2011.”
The EU Commission pointed out that the very positive change in beef prices has come about because of the dramatic increase in EU beef exports, up 230,000t so far in 2011 compared with 2009 levels and the fall off in beef imports, down 189,000t to date in 2011 compared to 2009.
This dramatic swing in the European beef market, going from a net importer of 308,000t in 2007 to a net exporter of 237,000t this year, has been driven by a dramatic surge in world beef prices and a fall-off in beef production.
Michael Doran pointed out that the EU Commission statistics show that cattle prices on the world market, as measured by Brazil, Argentina and Uruguay, were ranging from €1.50 to €2.00/kg for the years 2007, 2008 and 2009. Since early 2010, the world beef price has jumped dramatically and continues to rise. For 2010 and 2011 prices in the key South American exporting counties have ranged from €2.50/kg to €3.00/kg. In reality he said prices on the world market have closed a large proportion of the major gap with EU prices.
Cattle stocks in the USA are at record low levels and cattle prices have hit the highest rates ever recorded. The drought and destocking in the major beef production states of Texas and New Mexico are very dramatic and will have a long term impact.
Michael Doran pointed out that the increase in world beef prices has opened up many new opportunities for European beef exports, with a massive increase in exports to Turkey at 131,562t to date this year. He pointed out that total EU beef exports to the end of September this year have reached 478,793t, compared to exports of 249,165t for all of 2009.
On the domestic market, Michael Doran said Bord Bia are forecasting cattle supplies at the factories to be even tighter in 2012 with slaughterings back by up to 90,000 head. Steer supplies are projected to fall by 50,000-70,000 head and heifer supplies are forecast to be back by 27,000-37,000 head. He said this would leave prime cattle supplies extremely tight for 2012.
Michael Doran also pointed out that the Department of Agriculture AIMS data show male animals in the 12 to 30 month age category down by 168,000 head in July 2011.
In the UK, EBLEX are forecasting cattle supplies to fall by 6% in 2012, pointing to a very strong market demand for beef imports.
On consumption, Michael Doran said the 52 week figures to October 2<sup>nd</sup> 2011 show a 2.3% increase in retail prices and a 2.4% volume reduction in Ireland on beef. In the UK, the same figures show a 1.2% price increase and a 0.2% volume increase."
https://www.ifa.ie/markets-and-prices/news-article-4966/,2012-02-08,Tight Supplies Stabilise Beef Prices,"IFA National Livestock Committee Chairman Henry Burns said factories are struggling to get finished cattle numbers and are having to pay over the quoted prices. He said strong farmer resistance and tighter supplies have stabilised the trade. “The cold snap in Britain combined with tighter supplies has seen a rise in UK cattle prices this week. “
The IFA livestock leader said steers are making €4.00/kg with some prices of €4.05/kg to get out stock. He said heifers are making €4.10 – €4.15/kg and young bulls are making €4.10 – €4.20/kg."
https://www.ifa.ie/farm-sectors/news-article-4973/,2012-02-13,IFA Welcome New Beef Discussion Group Programme,"IFA President John Bryan today (Mon) welcomed the launch of the new Beef Discussion Group programme by the Minister for Agriculture Simon Coveney.
Speaking at the Teagasc suckler cow event in Kilkenny mart, John Bryan said IFA worked hard to secure €5m funding for Beef Discussion Groups and this is a very positive initiative for the beef and livestock sector.
The IFA President said the Beef Discussion Group programme presents a major opportunity for Teagasc to deliver real results for the livestock sector at individual farm level. “The Discussion Group concept is well proven in dairying and this new programme provides a real opportunity for Teagasc to deliver to beef and livestock farmers.”
John Bryan said improving output, technical efficiency and profitability at farm level are key objectives set out in the Food Harvest 2020 Plan for the beef sector. He said participation in a Discussion Group will help encourage and drive farmers in a team approach in achieving these targets and securing strong growth in the beef sector.
The IFA President said increasing profitability at farm level is the major challenge for the livestock sector. He said, “As well as output, efficiency and costs, there is a major responsibility on the processing sector to maintain strong viable cattle prices in order to deliver increased farm profit. In addition, it is essential the Minister for Agriculture protects national funding for all the farm schemes and secures a strong outcome to the CAP 2013 negotiations.” He pointed out that Direct Payments make up a much higher proportion of income on beef and livestock farms.
John Bryan said costs at farm level associated with the Discussion Group programme must be kept to a minimum. He said up to 5,000 beef and suckler farmers should receive €1,000 per annum for participating in the programme, which will involve attending up to 6 discussion group meetings and a number of other tasks.
Encouraging beef and suckler farmers to apply for the scheme by the closing date of March 7th, John Bryan said farmers needed to get their application forms completed and back to Teagasc or their independent facilitator without delay."
https://www.ifa.ie/markets-and-prices/news-article-5008/,2012-02-29,Factories Paying 5 – 10c/kg over Quoted Prices for Beef – IFA,"IFA National Livestock Committee Chairman Henry Burns said factories have to pay 5c to 10c/kg over quoted prices to get adequate numbers of cattle this week. He said supplies are extremely tight and farmers should dig in and bargain hard with the factory to maximise the price.
Henry Burns said the kill at just over 26,000 per week is very tight. Steer supplies are exceptionally tight running at slightly over half of the 2010 levels. The overall kill is down 8,000 per week compared to 2010 and 4,000 per week less than 2011 levels.
The IFA livestock leader said the increase in prices in the UK and Northern Ireland is a reflection of tight supplies. He added, “Demand will be strong in the coming weeks with Easter on April 8th, which is only 5 weeks away. This will be followed by the European Football Championships which kicks off in early June and runs into July. The London Olympics will be a massive €2bn event and commences on July 27th and runs until August 12th.”
On prices, Henry Burns said steers are making a base of €4.00 to €4.05/kg, heifers €4.10 – €4.15/kg and bulls are ranging from €4.00 – €4.10/kg for R grades and €4.10 – €4.15/kg for U grades. Cow prices have also improved ranging from €3.40/kg to €3.80/kg and there is a very good demand for heifers to go North with flat prices of €4.25/kg for R + U grades."
https://www.ifa.ie/markets-and-prices/news-article-5043/,2012-03-14,IFA – Feeders Digging in for Beef Price Increase,"IFA National Livestock Committee Chairman Henry Burns said feeders are digging in for a beef price increase to cover the increased costs on feed, fuel and fertiliser. He said feed has gone up again in the last week and cattle in sheds since last autumn have encountered major costs at this stage.
Henry burns said with the kill down below 25,000 head, feeders that are prepared to dig in hard and move factory if necessary, are getting 5c to 10c above quoted prices.
The IFA livestock leader said farmers should not be afraid of moving factories to get a price lift. Some factories are offering top up cheques on the base price to hold customers and give the impression prices are not rising.
Henry Burns said steers are making €4.05/kg with some tops of €4.10/kg being paid. Heifers are making up to €4.15/kg again with some top prices of €4.20/kg being paid. Bulls are the trickiest with prices ranging from €4.00 to €4.10/kg for R grades and €4.10 to €4.20/kg for U grades. He said R/U grade bulls re making €4.15 flat. Cows are ranging from €3.60 to €3.90/kg with a few top prices of €4.00/kg for real quality cows."
