Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
MK,Macro Indicators,79,Germany,6181,"Annual growth Local Currency, 2015 prices",22008,Gross Domestic Product,1973,1973,%,4.777487,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22008,Gross Domestic Product,1973,1973,%,32.883485,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61290,Annual growth US$ per capita,22008,Gross Domestic Product,1973,1973,%,32.831907,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6182,"Annual growth US$, 2015 prices",22008,Gross Domestic Product,1973,1973,%,4.777487,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61820,"Annual growth US$ per capita, 2015 prices",22008,Gross Domestic Product,1973,1973,%,4.736818,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22008,Gross Domestic Product,1974,1974,millions,589181.04,X,International reliable sources,
MK,Macro Indicators,79,Germany,6110,Value US$,22008,Gross Domestic Product,1974,1974,millions,445304.9769,X,International reliable sources,
MK,Macro Indicators,79,Germany,6119,Value US$ per capita,22008,Gross Domestic Product,1974,1974,US$,5643.214624,X,International reliable sources,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22008,Gross Domestic Product,1974,1974,millions,1433563.566,X,International reliable sources,
MK,Macro Indicators,79,Germany,6185,"Value US$ per capita, 2015 prices",22008,Gross Domestic Product,1974,1974,US$,20148.5441,X,International reliable sources,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22008,Gross Domestic Product,1974,1974,millions,1589917.726,X,International reliable sources,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22008,Gross Domestic Product,1974,1974,%,8.230114,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6181,"Annual growth Local Currency, 2015 prices",22008,Gross Domestic Product,1974,1974,%,0.890069,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22008,Gross Domestic Product,1974,1974,%,11.778882,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61290,Annual growth US$ per capita,22008,Gross Domestic Product,1974,1974,%,11.810964,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6182,"Annual growth US$, 2015 prices",22008,Gross Domestic Product,1974,1974,%,0.890069,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61820,"Annual growth US$ per capita, 2015 prices",22008,Gross Domestic Product,1974,1974,%,0.919025,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22008,Gross Domestic Product,1975,1975,millions,617171.675,X,International reliable sources,
MK,Macro Indicators,79,Germany,6110,Value US$,22008,Gross Domestic Product,1975,1975,millions,490625.9261,X,International reliable sources,
MK,Macro Indicators,79,Germany,6119,Value US$ per capita,22008,Gross Domestic Product,1975,1975,US$,6221.792678,X,International reliable sources,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22008,Gross Domestic Product,1975,1975,millions,1421138.313,X,International reliable sources,
MK,Macro Indicators,79,Germany,6185,"Value US$ per capita, 2015 prices",22008,Gross Domestic Product,1975,1975,US$,19987.52804,X,International reliable sources,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22008,Gross Domestic Product,1975,1975,millions,1576137.291,X,International reliable sources,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22008,Gross Domestic Product,1975,1975,%,4.75077,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6181,"Annual growth Local Currency, 2015 prices",22008,Gross Domestic Product,1975,1975,%,-0.866739,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22008,Gross Domestic Product,1975,1975,%,10.177508,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61290,Annual growth US$ per capita,22008,Gross Domestic Product,1975,1975,%,10.252632,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6182,"Annual growth US$, 2015 prices",22008,Gross Domestic Product,1975,1975,%,-0.866739,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61820,"Annual growth US$ per capita, 2015 prices",22008,Gross Domestic Product,1975,1975,%,-0.799145,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22008,Gross Domestic Product,1976,1976,millions,669131.883,X,International reliable sources,
MK,Macro Indicators,79,Germany,6110,Value US$,22008,Gross Domestic Product,1976,1976,millions,519741.1482,X,International reliable sources,
MK,Macro Indicators,79,Germany,6119,Value US$ per capita,22008,Gross Domestic Product,1976,1976,US$,6597.229185,X,International reliable sources,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22008,Gross Domestic Product,1976,1976,millions,1491474.12,X,International reliable sources,
MK,Macro Indicators,79,Germany,6185,"Value US$ per capita, 2015 prices",22008,Gross Domestic Product,1976,1976,US$,20996.54748,X,International reliable sources,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22008,Gross Domestic Product,1976,1976,millions,1654144.398,X,International reliable sources,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22008,Gross Domestic Product,1976,1976,%,8.419085,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6181,"Annual growth Local Currency, 2015 prices",22008,Gross Domestic Product,1976,1976,%,4.949258,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22008,Gross Domestic Product,1976,1976,%,5.934302,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61290,Annual growth US$ per capita,22008,Gross Domestic Product,1976,1976,%,6.034218,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6182,"Annual growth US$, 2015 prices",22008,Gross Domestic Product,1976,1976,%,4.949258,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61820,"Annual growth US$ per capita, 2015 prices",22008,Gross Domestic Product,1976,1976,%,5.048245,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22008,Gross Domestic Product,1977,1977,millions,712971.558,X,International reliable sources,
MK,Macro Indicators,79,Germany,6110,Value US$,22008,Gross Domestic Product,1977,1977,millions,600491.4181,X,International reliable sources,
MK,Macro Indicators,79,Germany,6119,Value US$ per capita,22008,Gross Domestic Product,1977,1977,US$,7631.361637,X,International reliable sources,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22008,Gross Domestic Product,1977,1977,millions,1541397.012,X,International reliable sources,
MK,Macro Indicators,79,Germany,6185,"Value US$ per capita, 2015 prices",22008,Gross Domestic Product,1977,1977,US$,21725.38286,X,International reliable sources,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22008,Gross Domestic Product,1977,1977,millions,1709512.219,X,International reliable sources,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22008,Gross Domestic Product,1977,1977,%,6.551724,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6181,"Annual growth Local Currency, 2015 prices",22008,Gross Domestic Product,1977,1977,%,3.347218,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22008,Gross Domestic Product,1977,1977,%,15.536632,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61290,Annual growth US$ per capita,22008,Gross Domestic Product,1977,1977,%,15.675254,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6182,"Annual growth US$, 2015 prices",22008,Gross Domestic Product,1977,1977,%,3.347218,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61820,"Annual growth US$ per capita, 2015 prices",22008,Gross Domestic Product,1977,1977,%,3.471215,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22008,Gross Domestic Product,1978,1978,millions,760462.673,X,International reliable sources,
MK,Macro Indicators,79,Germany,6110,Value US$,22008,Gross Domestic Product,1978,1978,millions,740474.5586,X,International reliable sources,
MK,Macro Indicators,79,Germany,6119,Value US$ per capita,22008,Gross Domestic Product,1978,1978,US$,9423.962891,X,International reliable sources,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22008,Gross Domestic Product,1978,1978,millions,1587769.831,X,International reliable sources,
MK,Macro Indicators,79,Germany,6185,"Value US$ per capita, 2015 prices",22008,Gross Domestic Product,1978,1978,US$,22411.38354,X,International reliable sources,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22008,Gross Domestic Product,1978,1978,millions,1760942.772,X,International reliable sources,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22008,Gross Domestic Product,1978,1978,%,6.661011,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6181,"Annual growth Local Currency, 2015 prices",22008,Gross Domestic Product,1978,1978,%,3.008493,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22008,Gross Domestic Product,1978,1978,%,23.311431,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61290,Annual growth US$ per capita,22008,Gross Domestic Product,1978,1978,%,23.489927,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6182,"Annual growth US$, 2015 prices",22008,Gross Domestic Product,1978,1978,%,3.008493,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61820,"Annual growth US$ per capita, 2015 prices",22008,Gross Domestic Product,1978,1978,%,3.1576,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22008,Gross Domestic Product,1979,1979,millions,825908.565,X,International reliable sources,
MK,Macro Indicators,79,Germany,6110,Value US$,22008,Gross Domestic Product,1979,1979,millions,881309.0937,X,International reliable sources,
MK,Macro Indicators,79,Germany,6119,Value US$ per capita,22008,Gross Domestic Product,1979,1979,US$,11235.71803,X,International reliable sources,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22008,Gross Domestic Product,1979,1979,millions,1653668.048,X,International reliable sources,
MK,Macro Indicators,79,Germany,6185,"Value US$ per capita, 2015 prices",22008,Gross Domestic Product,1979,1979,US$,23381.8361,X,International reliable sources,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22008,Gross Domestic Product,1979,1979,millions,1834028.295,X,International reliable sources,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22008,Gross Domestic Product,1979,1979,%,8.606062,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6181,"Annual growth Local Currency, 2015 prices",22008,Gross Domestic Product,1979,1979,%,4.150363,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22008,Gross Domestic Product,1979,1979,%,19.019497,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61290,Annual growth US$ per capita,22008,Gross Domestic Product,1979,1979,%,19.224982,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6182,"Annual growth US$, 2015 prices",22008,Gross Domestic Product,1979,1979,%,4.150363,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61820,"Annual growth US$ per capita, 2015 prices",22008,Gross Domestic Product,1979,1979,%,4.330177,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22008,Gross Domestic Product,1980,1980,millions,883200.322,X,International reliable sources,
MK,Macro Indicators,79,Germany,6110,Value US$,22008,Gross Domestic Product,1980,1980,millions,950333.5888,X,International reliable sources,
MK,Macro Indicators,79,Germany,6119,Value US$ per capita,22008,Gross Domestic Product,1980,1980,US$,12139.70306,X,International reliable sources,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22008,Gross Domestic Product,1980,1980,millions,1676965.397,X,International reliable sources,
MK,Macro Indicators,79,Germany,6185,"Value US$ per capita, 2015 prices",22008,Gross Domestic Product,1980,1980,US$,23758.2136,X,International reliable sources,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22008,Gross Domestic Product,1980,1980,millions,1859866.611,X,International reliable sources,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22008,Gross Domestic Product,1980,1980,%,6.936816,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6181,"Annual growth Local Currency, 2015 prices",22008,Gross Domestic Product,1980,1980,%,1.408829,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22008,Gross Domestic Product,1980,1980,%,7.832042,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61290,Annual growth US$ per capita,22008,Gross Domestic Product,1980,1980,%,8.045636,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6182,"Annual growth US$, 2015 prices",22008,Gross Domestic Product,1980,1980,%,1.408829,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61820,"Annual growth US$ per capita, 2015 prices",22008,Gross Domestic Product,1980,1980,%,1.6097,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22008,Gross Domestic Product,1981,1981,millions,924945.46,X,International reliable sources,
MK,Macro Indicators,79,Germany,6110,Value US$,22008,Gross Domestic Product,1981,1981,millions,800458.4424,X,International reliable sources,
MK,Macro Indicators,79,Germany,6119,Value US$ per capita,22008,Gross Domestic Product,1981,1981,US$,10248.11681,X,International reliable sources,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22008,Gross Domestic Product,1981,1981,millions,1685840.578,X,International reliable sources,
MK,Macro Indicators,79,Germany,6185,"Value US$ per capita, 2015 prices",22008,Gross Domestic Product,1981,1981,US$,23937.5378,X,International reliable sources,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22008,Gross Domestic Product,1981,1981,millions,1869709.779,X,International reliable sources,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22008,Gross Domestic Product,1981,1981,%,4.726576,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6181,"Annual growth Local Currency, 2015 prices",22008,Gross Domestic Product,1981,1981,%,0.529241,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22008,Gross Domestic Product,1981,1981,%,-15.770793,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61290,Annual growth US$ per capita,22008,Gross Domestic Product,1981,1981,%,-15.581816,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6182,"Annual growth US$, 2015 prices",22008,Gross Domestic Product,1981,1981,%,0.529241,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61820,"Annual growth US$ per capita, 2015 prices",22008,Gross Domestic Product,1981,1981,%,0.754788,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22008,Gross Domestic Product,1982,1982,millions,963498.388,X,International reliable sources,
MK,Macro Indicators,79,Germany,6110,Value US$,22008,Gross Domestic Product,1982,1982,millions,776578.5562,X,International reliable sources,
MK,Macro Indicators,79,Germany,6119,Value US$ per capita,22008,Gross Domestic Product,1982,1982,US$,9965.588463,X,International reliable sources,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22008,Gross Domestic Product,1982,1982,millions,1679184.192,X,International reliable sources,
MK,Macro Indicators,79,Germany,6185,"Value US$ per capita, 2015 prices",22008,Gross Domestic Product,1982,1982,US$,23898.66206,X,International reliable sources,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22008,Gross Domestic Product,1982,1982,millions,1862327.403,X,International reliable sources,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22008,Gross Domestic Product,1982,1982,%,4.16813,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6181,"Annual growth Local Currency, 2015 prices",22008,Gross Domestic Product,1982,1982,%,-0.394841,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22008,Gross Domestic Product,1982,1982,%,-2.983276,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61290,Annual growth US$ per capita,22008,Gross Domestic Product,1982,1982,%,-2.756881,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6182,"Annual growth US$, 2015 prices",22008,Gross Domestic Product,1982,1982,%,-0.394841,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61820,"Annual growth US$ per capita, 2015 prices",22008,Gross Domestic Product,1982,1982,%,-0.162405,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22008,Gross Domestic Product,1983,1983,millions,1006128.384,X,International reliable sources,
MK,Macro Indicators,79,Germany,6110,Value US$,22008,Gross Domestic Product,1983,1983,millions,770707.7863,X,International reliable sources,
MK,Macro Indicators,79,Germany,6119,Value US$ per capita,22008,Gross Domestic Product,1983,1983,US$,9910.063977,X,International reliable sources,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22008,Gross Domestic Product,1983,1983,millions,1705587.855,X,International reliable sources,
MK,Macro Indicators,79,Germany,6185,"Value US$ per capita, 2015 prices",22008,Gross Domestic Product,1983,1983,US$,24323.07634,X,International reliable sources,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22008,Gross Domestic Product,1983,1983,millions,1891610.828,X,International reliable sources,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22008,Gross Domestic Product,1983,1983,%,4.424501,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6181,"Annual growth Local Currency, 2015 prices",22008,Gross Domestic Product,1983,1983,%,1.57241,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22008,Gross Domestic Product,1983,1983,%,-0.755979,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61290,Annual growth US$ per capita,22008,Gross Domestic Product,1983,1983,%,-0.557162,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6182,"Annual growth US$, 2015 prices",22008,Gross Domestic Product,1983,1983,%,1.57241,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61820,"Annual growth US$ per capita, 2015 prices",22008,Gross Domestic Product,1983,1983,%,1.775891,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22008,Gross Domestic Product,1984,1984,millions,1055109.196,X,International reliable sources,
MK,Macro Indicators,79,Germany,6110,Value US$,22008,Gross Domestic Product,1984,1984,millions,725107.701,X,International reliable sources,
MK,Macro Indicators,79,Germany,6119,Value US$ per capita,22008,Gross Domestic Product,1984,1984,US$,9334.272385,X,International reliable sources,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22008,Gross Domestic Product,1984,1984,millions,1753735.71,X,International reliable sources,
MK,Macro Indicators,79,Germany,6185,"Value US$ per capita, 2015 prices",22008,Gross Domestic Product,1984,1984,US$,25038.00917,X,International reliable sources,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22008,Gross Domestic Product,1984,1984,millions,1945010.014,X,International reliable sources,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22008,Gross Domestic Product,1984,1984,%,4.868247,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6181,"Annual growth Local Currency, 2015 prices",22008,Gross Domestic Product,1984,1984,%,2.822948,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22008,Gross Domestic Product,1984,1984,%,-5.91665,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61290,Annual growth US$ per capita,22008,Gross Domestic Product,1984,1984,%,-5.81017,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6182,"Annual growth US$, 2015 prices",22008,Gross Domestic Product,1984,1984,%,2.822948,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61820,"Annual growth US$ per capita, 2015 prices",22008,Gross Domestic Product,1984,1984,%,2.939319,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22008,Gross Domestic Product,1985,1985,millions,1102611.512,X,International reliable sources,
MK,Macro Indicators,79,Germany,6110,Value US$,22008,Gross Domestic Product,1985,1985,millions,732522.1097,X,International reliable sources,
MK,Macro Indicators,79,Germany,6119,Value US$ per capita,22008,Gross Domestic Product,1985,1985,US$,9428.588893,X,International reliable sources,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22008,Gross Domestic Product,1985,1985,millions,1794561.542,X,International reliable sources,
MK,Macro Indicators,79,Germany,6185,"Value US$ per capita, 2015 prices",22008,Gross Domestic Product,1985,1985,US$,25617.81089,X,International reliable sources,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22008,Gross Domestic Product,1985,1985,millions,1990288.588,X,International reliable sources,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22008,Gross Domestic Product,1985,1985,%,4.502123,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6181,"Annual growth Local Currency, 2015 prices",22008,Gross Domestic Product,1985,1985,%,2.327935,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22008,Gross Domestic Product,1985,1985,%,1.022525,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61290,Annual growth US$ per capita,22008,Gross Domestic Product,1985,1985,%,1.010432,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6182,"Annual growth US$, 2015 prices",22008,Gross Domestic Product,1985,1985,%,2.327935,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61820,"Annual growth US$ per capita, 2015 prices",22008,Gross Domestic Product,1985,1985,%,2.315686,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22008,Gross Domestic Product,1986,1986,millions,1161661.784,X,International reliable sources,
MK,Macro Indicators,79,Germany,6110,Value US$,22008,Gross Domestic Product,1986,1986,millions,1046295.374,X,International reliable sources,
MK,Macro Indicators,79,Germany,6119,Value US$ per capita,22008,Gross Domestic Product,1986,1986,US$,13447.46418,X,International reliable sources,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22008,Gross Domestic Product,1986,1986,millions,1835609.252,X,International reliable sources,
MK,Macro Indicators,79,Germany,6185,"Value US$ per capita, 2015 prices",22008,Gross Domestic Product,1986,1986,US$,26165.19798,X,International reliable sources,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22008,Gross Domestic Product,1986,1986,millions,2035813.24,X,International reliable sources,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22008,Gross Domestic Product,1986,1986,%,5.355492,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6181,"Annual growth Local Currency, 2015 prices",22008,Gross Domestic Product,1986,1986,%,2.287339,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22008,Gross Domestic Product,1986,1986,%,42.834648,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61290,Annual growth US$ per capita,22008,Gross Domestic Product,1986,1986,%,42.624356,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6182,"Annual growth US$, 2015 prices",22008,Gross Domestic Product,1986,1986,%,2.287339,Fc,Calculated data,
