Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,4/27/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Germany,DEU,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,21.44976535,21.65916329,21.98306488,22.35646347,22.68275878,22.91388007,23.18801625,23.34755932,23.41164476,23.40471543,23.32463183,23.18000779,22.9055546,22.53166711,22.10618384,21.65789357,20.99083172,20.41906293,19.87163345,19.26158165,18.57145667,18.0618334,17.44685995,16.8116847,16.28638546,15.93700451,15.75060001,15.69799942,15.75896952,15.85953845,15.94844353,16.06497026,16.14508376,16.194569,16.23167175,16.25889208,16.12890683,16.04596829,15.97071511,15.85285609,15.672555,15.49439907,15.23167893,14.92891694,14.64863259,14.41663216,14.17186269,13.98338514,13.83937449,13.70672231,13.56838275,13.50929642,13.42680146,13.33107162,13.25209933,13.21693873,13.31529904,13.45068836,13.6210301,13.79948848,13.95559545,
Germany,DEU,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,66.751,66.908,67.053,67.184,67.302,67.405,67.488,67.554,67.609,67.658,67.711,67.778,67.867,67.984,68.132,68.311,68.52,68.751,68.995,69.25,69.514,69.786,70.067,70.353,70.64,70.92,71.183,71.427,71.652,71.859,72.058,72.1,72.6,72.7,73.1,73.3,73.6,74,74.5,74.8,75,75.5,75.4,75.6,75.9,76.2,76.4,76.9,77.2,77.3,77.5,77.9,78.1,78.1,78.7,78.3,78.6,78.7,78.6,79,78.6,
Germany,DEU,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,3.8,3.6,3.5,3.4,,
Germany,DEU,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.02999973,10.07999992,11.27999973,10.06000042,9.300000191,8.430000305,8.800000191,8.300000191,7.489999771,7.099999905,6.25,6.360000134,6.170000076,6.690000057,6.260000229,5.900000095,5.659999847,7.429999828,
Germany,DEU,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.867000103,6.554999828,7.699999809,8.430000305,8.196000099,8.635000229,9.140999794,8.531999588,7.723999977,7.443999767,6.394000053,7.224999905,8.038000107,10.21100044,14.04399967,12.56099987,11.09300041,9.993000031,9.789999962,8.793000221,7.768000126,7.291999817,7.092999935,7.050000191,6.467999935,6.099999905,5.777999878,5.107999802,4.761000156,6.382999897,
Germany,DEU,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.35200119,48.09700012,47.85900116,47.61399841,47.79399872,47.69800186,47.85699844,48.20899963,48.43199921,48.99599838,48.8730011,49.31299973,49.37599945,49.75699997,49.45299911,51.1230011,52.00099945,52.4280014,52.53699875,52.93500137,53.04100037,53.99100113,54.02399826,54.58300018,54.77399826,54.71900177,55.66899872,55.92699814,55.9679985,56.5929985,56.83800125,56.8429985
Germany,DEU,"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,47.06000137,54.34000015,55.90999985,56.81999969,56.88000107,57.99000168,57.70000076,58.81000137,58.56000137,56.40999985,53.99000168,52.86000061,50.29999924,47.11000061,46.09999847,46.41999817,47.58000183,47.09999847,47.29000092,47.24000168,46.72000122,44.36999893,46.70999908,47.63000107,48.95999908,49.47000122,49.18000031,48.77999878,49.95000076,48.02000046,48.66999817,47.68000031,47.06000137,47.36000061,48.31000137,47.83000183,48.41999817,50.11999893,
Germany,DEU,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.79000092,59.22999954,59.91999817,60.31999969,60.83000183,61.79999924,62.38000107,62.83000183,63.29999924,63.83000183,64.59999847,65.15000153,66.19999695,66.38999939,67.79000092,68.08000183,67.84999847,68.87000275,69.51999664,70.04000092,70.12000275,70.25,70.77999878,70.51999664,70.91999817,71.30999756,71.31999969,71.41000366,71.61000061,,
Germany,DEU,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.450000048,1.440000057,1.389999986,1.360000014,1.360000014,1.00999999,0.970000029,1.00999999,0.839999974,0.800000012,1.190000057,1.100000024,0.99000001,1.129999995,1.149999976,1.029999971,1.039999962,0.910000026,0.639999986,0.569999993,0.589999974,0.540000021,0.479999989,0.439999998,0.400000006,0.379999995,0.360000014,0.330000013,0.280000001,,
Germany,DEU,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.95100021,43.92100143,43.17499924,42.86100006,43.10400009,43.26900101,43.10699844,43.37599945,44.4679985,44.83000183,45.47800064,45.32300186,45.13800049,44.4659996,45.5530014,46.71099854,47.81700134,48.52099991,49.06499863,49.59400177,50.97900009,51.22499847,51.89799881,52.23699951,52.40999985,53.5870018,54.0719986,54.3390007,55.04600143,54.91999817,55.04399872
Germany,DEU,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.549999952,3.480000019,3.450000048,3.369999886,3.269999981,3.190000057,3.230000019,3.119999886,3.25999999,3.039999962,3.049999952,2.910000086,2.910000086,2.890000105,2.890000105,2.809999943,2.789999962,2.170000076,2.049999952,2.029999971,2.039999962,1.960000038,1.820000052,1.789999962,1.779999971,1.669999957,1.620000005,1.600000024,1.529999971,,
Germany,DEU,Multidimensional poverty intensity (average share of deprivations experienced by the poor),SI.POV.MDIM.IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9,22.7,22.8,22.9,22.7,22.7,22.9,23,22.6,22.7,22.4,22.6,22.4,22.5,22.2,22.3,22.1,22.4,22.6,22.5,22.3,22.6,22.3,22.7,22.6,22.6,22.6,22.3,,,
Germany,DEU,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Germany,DEU,Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP1.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,1.7,,,,,
Germany,DEU,People practicing open defecation (% of population),SH.STA.ODFC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Germany,DEU,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.21811036,99.21872648,99.21934197,99.21995445,99.22056627,99.2211727,99.2217707,99.22237587,99.22296785,99.22355919,99.22414752,99.22473284,99.22476301,99.22479556,99.22482335,99.2248559,99.22492357,99.22503522,99.2251891,99.22538453,99.22561915,
Germany,DEU,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10500,11200,11600,12200,12900,13200,13700,14000,13900,13700,13800,13800,14100,13700,14000,13200,13500,9400,,,,
Germany,DEU,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
Germany,DEU,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,,,,,,,,,,14.3,14.1,13.9,13.3,12.5,11.5,10.5,9.3,8.2,7.1,6.2,5.5,5,4.5,4.2,4,3.7,3.5,3.3,3.2,3.2,3.4,3.5,3.5,3.3,3.2,3.1,3,2.9,2.9,2.8,2.8,2.7,2.7,2.7,2.6,2.6,2.6,2.5,2.4,2.4,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.2,
Germany,DEU,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.117360372,,,,,,,,,,3.867861516,,,,,3.946929202,,,,4.641679278,,
Germany,DEU,Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.27338,,,71.51826,,44.4591,,,,,,,,47.11501,47.1186,46.03146,46.2026,45.54756,44.55401,43.15876,42.52851,41.96527,41.85471,41.25655,,,,,
Germany,DEU,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.74888992,11.03293991,11.50854969,,11.19859028,,,
Germany,DEU,Trained teachers in upper secondary education (% of total teachers),SE.SEC.TCAQ.UP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.29695892,103.3131027,103.6876068,103.0225677,102.7488708,102.754982,97.64620972,97.97509003,98.86846924,99.47975159,100.3640213,100.5138321,100.8364868,100.9135284,101.5113983,100.8686676,101.8078918,100.2867279,101.1528473,100.8767395,99.33998108,98.30722046,97.25179291,96.38323212,96.15122986,95.22350311,94.55297089,94.79244995,,
Germany,DEU,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.37493896,32.83087921,34.00197983,34.86217117,35.17282867,35.57767105,36.04487991,36.32527161,37.0557518,37.69256973,38.63500977,,37.66194153,,,
Germany,DEU,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.53235,87.11377,,85.37444,85.71943,86.98664,87.84302,89.14933,89.54017,89.04671,88.82046,89.64072,89.28999,89.21926,88.92548,88.93744,90.32462,91.54246,,,,,
Germany,DEU,"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76383996,1.789340019,1.827530026,1.862110019,1.887169957,,2.0729599,2.21487999,2.386240005,2.567369938,2.719470024,2.86093998,3.119529963,3.323080063,3.33788991,3.611880064,3.870579958,4.109539986,4.34100008,4.492790222,4.648169994,4.787700176,4.877170086,4.965330124,4.98721981,5.049059868,5.164840221,,
Germany,DEU,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.63115,16.22708,17.45831,17.04431,17.19019,17.44193,17.02284,15.28331,14.76453,14.29354,14.04776,14.19004,14.12233,13.96375,13.62843,13.49743,13.00225,12.68383,11.82415,11.71402,11.58027,12.29942,12.22305,12.14626,12.30285,,,,
Germany,DEU,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.37700653,89.62985992,83.21289825,87.71938324,90.89051056,,,,,,,,,,,,,,,,107.5237579,108.3238907,108.7945099,109.8634033,109.1274033,108.5268784,107.9011688,,
Germany,DEU,Coverage of social insurance programs in richest quintile (% of population),per_si_allsi.cov_q5_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Coverage of unemployment benefits and ALMP in richest quintile (% of population),per_lm_alllm.cov_q5_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Terms of trade adjustment (constant LCU),NY.TTF.GNFS.KN,,,,,,,,,,,-5200285422,-1492809508,-286427203.4,-4044875871,-16845661132,-11938071659,-16170413568,-16763921665,-10359384513,-18270027047,-31655555198,-45418484432,-44198967658,-41143313854,-48605472165,-51411167482,-22378700118,-11736968191,-13160266372,-23052091314,-20756254140,-28261530192,-15597041438,-8211211305,-5384211758,691162816.5,-1214746159,-9756451608,1190346610,5380587339,-23065863965,-24180478581,-10479217983,3786008101,5500164132,-10191120108,-28941333058,-26025847147,-45852817566,3573476454,-21414341267,-54490159379,-58144491991,-45501713234,-30908212811,0,25569260772,13674659198,1642528772,12581391831,40997362743,
Germany,DEU,GNI per capita (constant LCU),NY.GNP.PCAP.KN,,,,,,,,,,,16213.11336,16679.17943,17299.15387,18074.77115,18230.11511,18155.01943,19152.77678,19822.01132,20497.67265,21297.80615,21561.07609,21624.98118,21542.05982,21990.29518,22768.07822,23353.21398,23845.19145,24123.34396,25039.95416,25857.07913,27006.4629,28030.47467,28310.58391,27802.92843,28181.23456,28467.09851,28657.13151,29068.17982,29534.88978,30036.13111,30911.72306,31334.71165,31106.31246,30883.94788,31767.76745,32087.72671,33632.86189,34599.96247,34823.79203,33354.60241,34712.46643,36939.86027,36966.80784,37000.09669,37550.02636,37890.45674,38505.2819,39348.70129,39975.15474,40318.88464,38281.86561,
Germany,DEU,Gross domestic savings (current LCU),NY.GDS.TOTL.CN,,,,,,,,,,,1.13563E+11,1.20315E+11,1.26372E+11,1.39604E+11,1.44196E+11,1.28984E+11,1.44039E+11,1.51669E+11,1.65317E+11,1.77759E+11,1.7916E+11,1.774E+11,1.88674E+11,1.9847E+11,2.1239E+11,2.29621E+11,2.60372E+11,2.59827E+11,2.83299E+11,3.14497E+11,3.59425E+11,4.00966E+11,4.21406E+11,4.20015E+11,4.4813E+11,4.68605E+11,4.60684E+11,4.79568E+11,5.08627E+11,5.05727E+11,5.20022E+11,5.34163E+11,5.50116E+11,5.35441E+11,5.66526E+11,5.64882E+11,6.19806E+11,7.03649E+11,7.00788E+11,5.76399E+11,6.49514E+11,7.14962E+11,7.08734E+11,7.25672E+11,7.90076E+11,8.27303E+11,8.57173E+11,9.16476E+11,9.45437E+11,9.65242E+11,9.05007E+11,
Germany,DEU,GDP (constant 2015 US$),NY.GDP.MKTP.KD,,,,,,,,,,,1.39878E+12,1.4426E+12,1.50464E+12,1.57653E+12,1.59056E+12,1.57677E+12,1.65481E+12,1.7102E+12,1.76165E+12,1.83477E+12,1.86061E+12,1.87046E+12,1.86308E+12,1.89237E+12,1.94579E+12,1.99109E+12,2.03663E+12,2.06519E+12,2.14175E+12,2.2252E+12,2.34214E+12,2.46178E+12,2.50912E+12,2.48461E+12,2.54404E+12,2.58333E+12,2.60414E+12,2.65081E+12,2.7042E+12,2.75523E+12,2.83548E+12,2.88316E+12,2.87745E+12,2.85731E+12,2.89088E+12,2.91203E+12,3.02317E+12,3.11315E+12,3.14304E+12,2.96408E+12,3.08797E+12,3.20918E+12,3.22261E+12,3.23671E+12,3.30823E+12,3.35759E+12,3.43246E+12,3.52446E+12,3.56273E+12,3.60034E+12,3.43582E+12,
Germany,DEU,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,,,,,,,,,,,0.132445157,0.151251296,0.115803766,0.095503874,0.174816417,0.558965662,0.593461122,0.495382072,0.337543857,0.270450392,0.346845848,0.737561115,0.829217567,0.4555613,0.331077331,0.367431204,0.141787119,0.063445109,0.057012933,0.077250913,0.103669397,0.083678642,0.054186193,0.031281799,0.01720487,0.023411332,0.021278092,0.018977109,0.017000519,0.009105631,0.015493356,0.035453221,0.020935902,0.015434932,0.069482731,0.060933735,0.057417471,0.059203293,0.179429294,0.065535572,0.10202292,0.116220544,0.056681476,0.024748534,0.017071019,0.012314121,0.01253632,0.015509717,0.016377021,0.009227573,0.007887578,
Germany,DEU,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.186252619,0.167321084,0.154490979,0.14888743,0.139608382,0.131710928,0.126666128,0.118636427,0.110297103,0.103960806,0.097835694,0.093621554,0.093569397,0.092557655,0.087888317,0.087682347,0.082351739,0.081490653,0.082280576,0.087598121,0.084241067,0.080936728,0.078164199,0.075685517,0.070507162,0.067524065,0.064165575,0.061481371,0.06141826,0.061559521,0.06381636,
Germany,DEU,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.546378355,1.358391009,2.199763128,3.16050315,2.917332404,2.157621379,3.248917365,2.214287803,2.847274213,3.311939687,1.079594799,-0.753756558,0.828693696,1.249516536,3.471027075,3.283671776,1.819153489,-3.215847065,0.704811246,3.479994594,0.776947606,0.954666625,1.25059221,1.348144794,1.504499686,2.491319866,1.285775935,1.902786314,-3.831392805,
Germany,DEU,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.26548E+11,6.931E+11,6.3396E+11,6.65866E+11,7.69741E+11,7.20603E+11,6.32145E+11,6.35526E+11,6.06999E+11,5.39832E+11,5.2671E+11,5.48278E+11,6.55099E+11,7.43126E+11,7.50242E+11,8.07803E+11,9.33008E+11,1.00555E+12,8.43803E+11,9.12773E+11,1.0149E+12,9.62345E+11,1.00001E+12,1.05048E+12,9.10234E+11,9.56587E+11,1.01359E+12,1.08608E+12,1.05018E+12,1.02052E+12,
